40,50,60,70,80,90,100,110,120,130,140
555,2197,7410,15836,22470,25405,26456,26814,26935,26972,26975
486,1950,6717,14626,21470,24804,25969,26355,26487,26537,26548
708,2829,8856,17287,23351,25890,26760,27020,27117,27147,27151
515,1992,6588,14536,21297,24609,25854,26302,26438,26468,26477
1116,4251,11853,20250,25045,26736,27242,27395,27447,27456,27458
115,382,1644,5367,12330,18836,22607,24292,25035,25270,25331
368,1500,5185,12337,19639,23813,25401,26028,26253,26315,26328
521,1977,6562,14686,21496,24837,25948,26361,26526,26574,26591
1175,4503,12205,20370,25038,26704,27175,27342,27386,27409,27412
211,886,3493,9685,17295,22191,24454,25307,25614,25761,25788
