40,50,60,70,80,90,100,110,120,130,140
253,570,1309,2680,4824,7221,9164,10865,12068,12748,13028
213,599,1493,3228,5700,8000,9861,11184,12087,12715,12980
123,319,762,1529,2759,4319,5994,7657,9084,10171,10660
183,463,1154,2472,4641,6986,9015,10548,11759,12551,12995
37,102,235,499,1005,1625,2437,3327,4234,5123,5654
297,726,1643,3232,5659,8103,9957,11457,12413,13011,13242
162,434,1085,2321,4134,6370,8324,9916,11190,11888,12211
138,314,782,1569,3053,4761,6491,8108,9492,10604,11047
250,622,1477,3112,5578,7963,9970,11489,12614,13255,13457
284,752,1846,3769,6373,8837,10712,12072,12874,13430,13654
