40,50,60,70,80,90,100,110,120,130,140
597,1982,5768,11896,17811,21361,22911,23534,23792,23874,23892
606,2064,5842,11984,18131,21635,23072,23687,23928,24002,24023
105,337,1162,3367,7661,12683,16575,18965,20259,20873,21115
1543,4881,11495,18157,22472,24216,24748,24958,25032,25061,25064
291,946,3020,7257,13189,17754,20247,21622,22199,22435,22488
246,804,2711,6726,12597,17253,19987,21371,22039,22270,22347
824,2550,6867,13360,18910,21769,22992,23470,23654,23703,23708
440,1501,4519,10232,16519,20332,22224,23026,23360,23484,23506
838,2836,7803,14466,19891,22541,23578,23959,24105,24165,24180
699,2231,6164,12174,18010,21370,22809,23419,23683,23784,23811
