peaks,locaitons
11522,69.8041560122858
11396,71.0745752869866
11765,61.415082293245
11617,66.9963140898964
11595,68.5337367375851
11353,71.6344210690581
11123,75.7729733503713
10863,77.8142572019244
10942,76.5309184091758
11702,67.2762369809321
