40,50,60,70,80,90,100,110,120,130,140
287,1133,2523,3063,3204,3232,3234,3236,3234,3235,3235
555,1686,3083,3164,3196,3202,3207,3209,3208,3207,3207
78,219,415,429,432,436,435,436,433,435,435
715,2240,4008,4106,4142,4154,4158,4161,4159,4162,4166
249,888,1701,1741,1769,1772,1773,1773,1773,1778,1776
344,1129,2121,2165,2188,2192,2193,2194,2193,2193,2193
70,164,333,344,349,349,348,350,351,350,353
625,2173,3824,3940,3971,3986,3991,3995,3996,3997,3997
265,889,1725,1773,1793,1801,1803,1804,1805,1805,1804
318,1192,2256,2321,2344,2365,2372,2374,2375,2378,2380
