40,50,60,70,80,90,100,110,120,130,140
536,1716,4418,8755,13526,17679,20313,21844,22615,23010,23208
826,2646,6606,11513,16150,19459,21300,22332,22838,23045,23175
1304,4163,9273,14819,18937,21439,22714,23286,23559,23677,23728
659,2247,5652,10231,15024,18667,20918,22113,22675,22910,23012
682,2081,5293,9884,14747,18584,20965,22285,22900,23213,23364
181,627,1846,4203,8058,12623,16814,19761,21445,22347,22771
591,2063,5386,10108,14938,18674,20989,22203,22770,23052,23173
156,596,1724,3960,7647,12182,16364,19363,21130,22057,22553
620,2229,5812,10705,15764,19407,21584,22704,23206,23444,23560
75,228,602,1420,2957,5767,9908,14290,17994,20355,21757
