40,50,60,70,80,90,100,110,120,130,140
915,2980,6400,7447,7682,7704,7702,7702,7699,7699,7699
419,1350,2441,2439,2440,2441,2442,2439,2439,2441,2442
135,430,814,814,814,815,816,815,816,816,814
322,1012,1733,1732,1732,1732,1734,1736,1734,1736,1737
304,964,1695,1696,1698,1695,1696,1696,1698,1698,1697
767,2581,4494,4496,4495,4494,4493,4494,4495,4496,4494
569,1811,3081,3079,3077,3077,3079,3079,3077,3076,3077
88,393,741,740,742,738,740,741,739,738,740
187,733,1343,1341,1344,1342,1342,1342,1342,1342,1343
73,220,385,382,381,383,384,385,381,381,383
