40,50,60,70,80,90,100,110,120,130,140
177,691,1474,1825,1955,2018,2036,2047,2058,2059,2062
305,967,1840,2023,2129,2177,2200,2212,2221,2227,2233
359,1219,2374,2644,2769,2855,2914,2948,2968,2990,2997
1367,4239,7155,7750,8056,8189,8244,8283,8298,8307,8306
777,2527,4496,4897,5111,5220,5274,5291,5299,5300,5300
611,1956,3633,3939,4105,4219,4257,4289,4301,4310,4315
1111,3541,6154,6657,6900,6995,7062,7079,7091,7097,7103
653,2281,4104,4464,4648,4749,4795,4816,4834,4841,4843
298,1054,2005,2240,2363,2435,2474,2493,2509,2527,2537
393,1301,2461,2668,2819,2909,2958,2995,3016,3027,3031
