40,50,60,70,80,90,100,110,120,130,140
589,1999,4141,4884,5047,5059,5059,5060,5064,5061,5062
268,1019,1890,1892,1889,1886,1886,1888,1888,1886,1886
500,1738,3053,3053,3051,3052,3056,3054,3052,3053,3054
359,1188,2147,2146,2146,2145,2147,2145,2147,2148,2149
33,102,189,196,193,194,192,192,192,191,191
475,1636,2936,2937,2934,2936,2937,2935,2935,2935,2935
455,1630,2805,2805,2804,2804,2804,2804,2805,2807,2808
152,491,886,884,889,887,886,885,885,885,885
916,2884,4946,4946,4946,4949,4948,4945,4947,4949,4948
351,1157,2096,2095,2098,2096,2096,2096,2095,2095,2096
