40,50,60,70,80,90,100,110,120,130,140
256,902,2086,2552,2673,2693,2697,2699,2701,2701,2702
416,1425,2547,2637,2661,2673,2683,2684,2684,2681,2685
554,1752,3231,3332,3366,3380,3388,3384,3383,3387,3388
170,564,1060,1099,1115,1122,1120,1119,1118,1117,1117
116,478,936,972,986,993,998,1001,1004,1001,1001
254,823,1512,1560,1580,1592,1600,1602,1607,1609,1605
1217,3846,6358,6508,6568,6584,6590,6590,6591,6590,6589
432,1473,2642,2707,2741,2756,2760,2759,2761,2758,2759
806,2478,4378,4519,4565,4591,4593,4594,4595,4594,4596
531,1639,2936,3005,3024,3030,3041,3042,3044,3045,3043
