40,50,60,70,80,90,100,110,120,130,140
425,1466,3356,4294,4761,5009,5182,5319,5410,5476,5533
415,1526,2818,3305,3644,3858,4022,4108,4171,4227,4253
192,712,1436,1706,1893,2074,2222,2336,2418,2475,2506
204,727,1519,1768,1989,2203,2379,2509,2606,2701,2760
550,1794,3473,4006,4391,4634,4788,4894,4970,5018,5042
428,1626,3192,3659,4032,4316,4486,4602,4697,4768,4822
275,924,1834,2142,2349,2527,2650,2745,2827,2865,2904
146,573,1264,1498,1723,1874,1992,2081,2145,2198,2243
270,1065,2106,2452,2717,2961,3107,3232,3299,3350,3380
197,651,1333,1586,1779,1959,2091,2187,2267,2332,2381
