40,50,60,70,80,90,100,110,120,130,140
106,350,992,2054,3906,6569,9788,12770,14980,16390,17156
934,2866,6422,10163,13682,16253,17768,18561,19012,19223,19321
210,696,1675,3051,5473,8615,11783,14319,16008,16939,17458
289,1033,2602,4871,7994,11498,14421,16297,17295,17791,18057
246,829,2166,4237,7342,10764,13654,15677,16929,17656,18031
229,816,2148,4157,7058,10545,13549,15738,16965,17588,17946
291,998,2473,4812,8017,11330,14156,15958,17050,17661,17960
130,511,1274,2516,4647,7601,10815,13552,15472,16628,17316
231,770,2059,3974,6938,10429,13451,15563,16818,17517,17911
216,774,1996,3836,6863,10425,13450,15666,17023,17754,18086
