40,50,60,70,80,90,100,110,120,130,140
241,807,1712,2233,2477,2649,2761,2839,2875,2902,2913
940,2841,5269,6086,6562,6887,7088,7188,7239,7270,7284
425,1488,2933,3506,3909,4128,4290,4386,4440,4486,4515
108,403,844,1009,1122,1217,1274,1318,1352,1384,1404
691,2308,4526,5273,5760,6101,6290,6418,6477,6513,6531
45,149,307,391,443,490,515,534,542,556,569
482,1499,2982,3486,3855,4055,4196,4273,4325,4369,4389
1069,3475,6322,7284,7865,8189,8357,8428,8483,8496,8506
39,116,230,279,320,350,378,404,421,436,442
205,672,1420,1722,1919,2079,2191,2255,2288,2319,2343
