40,50,60,70,80,90,100,110,120,130,140
345,1316,3160,4501,5664,6761,7739,8504,9095,9515,9819
126,385,902,1323,1886,2609,3336,4116,4797,5403,5917
31,67,157,252,374,536,756,1006,1324,1717,2160
335,1086,2275,3169,4103,5026,5947,6729,7377,7856,8217
21,60,128,188,281,367,502,653,888,1202,1622
555,1833,3861,5198,6472,7530,8418,9082,9596,9951,10160
417,1301,2838,3902,5048,6178,7113,7895,8415,8777,9024
342,1175,2511,3493,4499,5563,6493,7228,7851,8202,8504
883,2775,5550,7309,8728,9756,10469,10976,11288,11478,11608
101,332,798,1166,1638,2195,2863,3589,4360,5100,5799
