peaks,locaitons
1748,57.4832423006966
1434,55.0070013415341
3822,55.0070013415341
1185,55.0070013415341
960,54.9424037512951
1848,54.9854688114545
1741,55.0070013415341
1706,55.0070013415341
1520,55.0070013415341
1327,54.9897753174704
