peaks,locaitons
3592,98.3347583678533
3579,111.680620511235
3635,96.6207689735113
4384,75.3509357608097
3430,96.2202639140294
4253,75.2389666043954
3698,90.7639207918401
4125,78.9124162359877
4136,80.7039227386166
4810,63.0386350612524
