40,50,60,70,80,90,100,110,120,130,140
427,1525,3186,3764,3890,3917,3919,3921,3922,3920,3920
484,1815,3265,3334,3363,3372,3372,3374,3376,3382,3378
345,1272,2409,2454,2488,2492,2495,2498,2496,2497,2496
65,206,393,401,403,405,405,406,407,406,404
714,2312,4063,4120,4134,4141,4142,4140,4141,4142,4142
157,523,973,989,997,1003,1008,1006,1006,1006,1008
486,1517,2728,2778,2805,2813,2814,2812,2811,2813,2814
401,1325,2477,2534,2555,2561,2561,2561,2561,2562,2562
274,1025,1961,2015,2040,2046,2046,2045,2046,2046,2046
290,1088,1948,1979,1991,1994,1997,1998,1997,1996,1999
