40,50,60,70,80,90,100,110,120,130,140
258,901,2180,3124,3962,4807,5564,6225,6831,7333,7718
807,2565,4966,6499,7789,8758,9472,9915,10230,10469,10593
95,336,777,1154,1563,2014,2546,3132,3672,4220,4695
240,784,1593,2222,2927,3690,4468,5133,5732,6217,6601
175,673,1465,2062,2738,3478,4098,4746,5263,5714,6074
518,1927,4042,5410,6625,7633,8338,8847,9203,9460,9639
58,261,668,965,1415,1961,2556,3229,3954,4634,5224
217,764,1708,2308,3049,3780,4495,5150,5806,6281,6649
204,610,1331,1869,2482,3019,3578,4203,4790,5331,5730
983,3185,6358,8089,9526,10439,10956,11290,11501,11643,11722
