peaks,locaitons
1200,64.8689001180246
2902,57.3109820600592
3166,57.2119324216927
1439,60.9026080773488
2007,57.6727285653977
2439,61.613181569978
861,145.960408398075
2890,56.3204856763942
1807,59.6881733808552
2061,58.7149030212539
