40,50,60,70,80,90,100,110,120,130,140
467,1707,3362,3826,3939,3957,3954,3953,3956,3954,3955
875,2829,4743,4742,4743,4741,4742,4743,4742,4742,4742
388,1365,2507,2508,2509,2509,2508,2509,2509,2508,2509
340,1073,2092,2091,2091,2092,2090,2091,2090,2093,2093
124,365,664,665,665,663,662,662,663,664,664
552,1872,3462,3462,3463,3463,3463,3464,3465,3465,3465
186,678,1307,1306,1306,1304,1305,1304,1302,1302,1302
62,202,354,358,358,358,354,355,357,357,355
734,2479,4238,4239,4239,4237,4237,4237,4238,4238,4238
112,398,703,703,704,704,702,703,702,703,703
