40,50,60,70,80,90,100,110,120,130,140
276,830,1683,1976,2041,2053,2050,2049,2048,2049,2048
199,693,1236,1237,1235,1237,1237,1236,1235,1236,1237
256,885,1565,1565,1567,1569,1567,1568,1568,1569,1567
425,1247,2128,2126,2127,2125,2126,2125,2124,2124,2126
182,668,1172,1172,1169,1171,1173,1169,1170,1171,1170
274,1062,1922,1918,1920,1920,1920,1919,1918,1918,1920
563,1895,3325,3325,3325,3324,3323,3326,3325,3326,3326
652,2133,3597,3598,3598,3600,3598,3597,3600,3600,3598
447,1691,2940,2940,2940,2939,2940,2942,2941,2943,2942
121,480,944,944,944,944,943,944,944,946,944
