40,50,60,70,80,90,100,110,120,130,140
1177,4018,7855,10374,12077,13115,13775,14125,14327,14423,14487
676,2270,4532,6214,7664,8782,9667,10276,10703,10978,11154
816,2697,5518,7441,8956,10082,10891,11400,11713,11900,12052
303,1004,2227,3242,4224,5240,6202,6946,7623,8224,8623
173,632,1403,2047,2769,3531,4390,5169,5957,6603,7159
409,1384,3060,4332,5561,6666,7619,8378,8927,9347,9681
346,1135,2536,3642,4704,5793,6651,7405,7970,8423,8789
220,852,1923,2768,3598,4373,5117,5755,6361,6825,7245
856,2667,5351,7107,8658,9825,10624,11161,11484,11661,11766
560,1846,3760,5367,6785,8031,9069,9877,10467,10886,11133
