40,50,60,70,80,90,100,110,120,130,140
39,97,221,285,336,386,418,456,488,522,555
1057,3464,6501,7739,8541,9033,9317,9481,9580,9633,9664
133,463,880,1156,1417,1659,1849,2036,2179,2326,2439
325,1005,2103,2626,3083,3464,3725,3954,4119,4258,4363
214,707,1375,1743,2060,2312,2494,2644,2761,2863,2965
338,1191,2401,2921,3386,3759,4046,4259,4442,4604,4694
194,706,1430,1807,2178,2492,2748,2946,3100,3243,3349
84,229,452,552,632,707,781,847,906,962,1001
157,507,1013,1289,1528,1701,1887,2025,2134,2251,2333
129,346,662,841,1023,1219,1393,1543,1673,1779,1861
