40,50,60,70,80,90,100,110,120,130,140
124,405,937,1146,1194,1201,1200,1200,1201,1200,1201
765,2440,4308,4439,4488,4502,4506,4503,4502,4502,4503
346,1308,2435,2491,2506,2516,2516,2521,2521,2519,2521
358,1228,2188,2266,2290,2297,2298,2302,2305,2304,2306
366,1159,2095,2157,2188,2197,2197,2200,2197,2199,2200
694,2145,3763,3888,3942,3959,3967,3969,3969,3967,3967
270,976,1690,1731,1746,1750,1752,1751,1754,1753,1750
305,1080,2086,2128,2141,2147,2146,2147,2152,2149,2148
253,849,1573,1601,1612,1622,1623,1627,1624,1628,1628
162,545,1125,1165,1183,1185,1186,1188,1188,1190,1189
