40,50,60,70,80,90,100,110,120,130,140
535,1735,3650,4277,4424,4437,4435,4436,4438,4438,4437
361,1258,2319,2317,2319,2318,2314,2315,2316,2316,2316
495,1610,2870,2869,2869,2869,2869,2869,2868,2869,2868
462,1634,2850,2853,2853,2851,2851,2853,2855,2851,2851
61,142,228,232,225,224,226,226,227,224,224
180,662,1168,1169,1170,1169,1169,1171,1170,1169,1171
285,933,1644,1641,1641,1641,1644,1642,1643,1643,1642
274,1035,1956,1956,1957,1956,1956,1956,1957,1956,1958
556,1895,3459,3460,3460,3460,3457,3455,3455,3457,3459
402,1347,2390,2390,2390,2389,2391,2394,2393,2391,2390
