40,50,60,70,80,90,100,110,120,130,140
449,1626,3499,4154,4351,4392,4393,4393,4393,4395,4401
1207,3886,6493,6635,6675,6698,6701,6703,6702,6703,6707
154,512,970,999,1008,1014,1020,1019,1019,1023,1021
250,763,1389,1437,1447,1454,1453,1455,1454,1453,1453
531,1935,3371,3458,3493,3498,3503,3505,3504,3506,3509
742,2324,3999,4078,4100,4106,4106,4105,4107,4105,4106
423,1378,2552,2617,2646,2652,2655,2653,2654,2653,2653
6,4,5,4,3,4,4,8,9,8,8
250,884,1588,1644,1658,1663,1663,1663,1664,1663,1665
446,1562,2923,3000,3029,3046,3048,3047,3050,3050,3049
