40,50,60,70,80,90,100,110,120,130,140
495,1591,4090,7652,11881,15496,17827,19015,19646,19960,20117
493,1690,4267,7836,12012,15554,17753,18896,19442,19717,19845
390,1244,3185,6077,10062,13977,16790,18325,19095,19446,19622
1015,3050,6900,11169,14962,17592,19001,19662,20012,20174,20251
655,2136,5169,9161,13335,16542,18295,19222,19711,19914,20002
296,1120,2929,5682,9638,13630,16534,18139,19029,19419,19586
68,269,725,1560,3139,5847,9605,13170,15806,17396,18221
774,2640,6462,10789,14843,17559,19108,19814,20147,20289,20369
371,1331,3577,6582,10536,14056,16572,17930,18716,19116,19310
373,1356,3422,6377,10383,14053,16664,18257,19072,19468,19661
