40,50,60,70,80,90,100,110,120,130,140
416,1354,2784,3189,3290,3300,3299,3298,3301,3299,3297
346,1134,1977,1978,1982,1981,1979,1978,1978,1978,1979
1058,3332,5515,5516,5518,5517,5514,5513,5513,5516,5516
281,875,1623,1620,1621,1623,1622,1620,1620,1619,1621
144,626,1229,1229,1227,1226,1227,1227,1228,1228,1227
397,1369,2506,2506,2506,2507,2504,2507,2507,2506,2508
310,1219,2290,2294,2294,2289,2291,2292,2290,2289,2291
370,1295,2324,2325,2325,2325,2327,2324,2323,2324,2326
336,1159,2082,2083,2080,2083,2085,2082,2083,2081,2082
268,928,1791,1792,1794,1791,1791,1791,1791,1790,1794
