peaks,locaitons
1787,58.9431478400985
1308,54.9940818234863
2295,55.015614353566
1209,55.0457598956775
757,55.0715989317732
2543,55.0070013415341
1457,55.0974379678688
784,55.0328403776297
1879,54.9897753174704
1987,55.0026948355182
