40,50,60,70,80,90,100,110,120,130,140
240,843,2125,2757,3122,3336,3533,3664,3786,3857,3926
278,847,1751,2075,2301,2476,2602,2702,2781,2847,2898
340,1113,2348,2736,3079,3347,3540,3712,3829,3929,3994
443,1478,2825,3324,3722,4016,4272,4458,4613,4706,4758
150,489,1029,1255,1464,1620,1793,1906,1995,2059,2107
455,1745,3409,3978,4403,4703,4924,5088,5213,5297,5348
553,1914,3696,4295,4764,5117,5347,5504,5620,5709,5764
394,1278,2389,2816,3147,3432,3677,3841,3958,4055,4122
340,1212,2491,2968,3342,3651,3854,4033,4143,4245,4335
424,1412,2851,3356,3817,4145,4384,4565,4682,4782,4843
