40,50,60,70,80,90,100,110,120,130,140
247,756,2156,4231,7238,10757,13705,15828,17037,17766,18136
625,2073,4872,8214,11788,14735,16705,17848,18464,18755,18920
362,1279,3472,6438,10017,13459,15881,17336,18128,18505,18696
790,2614,6174,10068,13851,16379,17903,18741,19184,19402,19510
920,3020,6789,10796,14412,16846,18209,18923,19307,19460,19533
985,3202,7028,10955,14498,16971,18346,19087,19442,19585,19655
403,1346,3516,6344,9893,13172,15567,17072,17861,18279,18497
658,2095,5077,8539,12053,14927,16830,17948,18475,18755,18903
430,1575,3835,7037,10755,14004,16350,17714,18428,18769,18955
306,988,2438,4586,7675,11166,14023,16030,17189,17791,18105
