40,50,60,70,80,90,100,110,120,130,140
229,727,2230,5656,11276,17346,21710,23988,25018,25440,25635
209,741,2397,6102,12234,18253,22229,24248,25131,25488,25665
295,1048,3083,7387,13570,19000,22595,24380,25227,25636,25781
796,2673,6905,13265,19243,23027,24905,25704,26029,26148,26205
200,711,2073,5300,10582,16576,20925,23403,24624,25169,25406
887,2879,7445,13764,19466,23080,24878,25692,25999,26129,26176
831,2516,6718,13090,18815,22575,24437,25316,25676,25835,25881
157,486,1655,4236,9171,15171,20228,23087,24482,25147,25416
465,1552,4542,9767,16007,20972,23607,24936,25453,25665,25756
358,1226,3515,8092,14352,19732,22982,24621,25349,25665,25806
