40,50,60,70,80,90,100,110,120,130,140
621,2095,4650,5768,6268,6495,6644,6742,6794,6820,6848
234,768,1562,1848,2103,2245,2360,2440,2472,2517,2538
358,1237,2515,2896,3184,3387,3517,3587,3645,3687,3718
520,1794,3494,3987,4348,4614,4756,4863,4930,4961,4982
404,1452,2909,3335,3648,3848,4024,4145,4217,4258,4280
157,523,1066,1238,1387,1532,1620,1692,1748,1794,1834
424,1463,2886,3272,3543,3741,3848,3926,3975,4009,4029
194,650,1265,1474,1625,1749,1843,1908,1963,2000,2028
388,1333,2670,3073,3364,3590,3747,3872,3949,4009,4053
503,1696,3251,3725,4042,4271,4410,4496,4544,4573,4596
