40,50,60,70,80,90,100,110,120,130,140
15,51,181,608,1725,4230,9037,15078,20055,22959,24413
318,1135,3273,7726,13897,19392,22685,24251,24918,25239,25352
512,1642,4645,9967,16125,20886,23499,24684,25238,25444,25557
397,1363,3904,8406,14471,19630,22698,24196,24855,25125,25244
483,1803,4873,10313,16358,20896,23506,24739,25293,25518,25624
324,1143,3438,7986,14230,19579,22790,24223,24904,25212,25365
594,1990,5208,10771,16644,21130,23611,24810,25362,25598,25692
454,1417,4053,8871,15015,20123,23030,24536,25240,25523,25619
656,2102,5804,11331,17268,21515,23792,24803,25262,25466,25549
288,1106,3110,7340,13342,18837,22465,24230,24985,25328,25433
