40,50,60,70,80,90,100,110,120,130,140
295,1110,3715,9384,16959,22530,25385,26585,27018,27180,27231
306,985,3007,7867,15111,21438,24949,26386,26956,27163,27255
957,3161,8505,15975,22124,25471,26818,27328,27512,27564,27585
508,1658,4912,11493,18938,23785,26082,26993,27338,27427,27473
286,882,2744,7332,14347,20998,24752,26331,26924,27146,27222
766,2787,7607,15176,21708,25204,26649,27164,27360,27424,27441
569,1850,5447,12144,19165,23745,25765,26619,26929,27039,27068
337,1178,3773,9179,16697,22425,25452,26708,27136,27290,27330
398,1408,4335,10420,17850,23130,25731,26725,27121,27284,27333
319,1049,3227,8460,15961,22099,25372,26655,27123,27283,27348
