40,50,60,70,80,90,100,110,120,130,140
446,1528,3746,6207,9073,11673,13757,15170,16066,16613,16898
4,3,3,6,7,6,4,5,4,4,3
1094,3500,7438,10819,13712,15711,16891,17551,17921,18106,18212
178,499,1234,2329,4075,6314,8808,11131,13046,14391,15137
487,1590,3612,6040,8779,11580,13669,15035,15826,16289,16546
524,1843,4320,7109,9977,12417,14296,15445,16107,16458,16688
19,39,78,165,310,622,1115,2028,3362,5236,7471
139,429,1066,2008,3506,5465,7676,10010,12050,13556,14503
669,2207,5121,8040,11166,13607,15300,16267,16862,17215,17408
183,557,1492,2690,4522,6925,9567,11886,13606,14751,15419
