40,50,60,70,80,90,100,110,120,130,140
188,660,1626,2107,2382,2535,2664,2757,2823,2875,2904
356,1329,2464,2830,3110,3332,3473,3590,3648,3696,3709
480,1689,3256,3674,3961,4154,4281,4367,4421,4445,4468
327,1175,2487,2863,3142,3351,3508,3602,3669,3727,3749
46,135,252,272,283,297,308,318,325,335,338
137,461,1009,1175,1280,1369,1438,1481,1507,1533,1538
727,2450,4535,5091,5417,5691,5855,5936,5974,5999,6013
505,1683,3270,3693,3982,4166,4289,4396,4464,4514,4541
415,1394,2609,3001,3266,3469,3610,3684,3734,3766,3778
427,1447,2878,3273,3573,3792,3960,4078,4147,4200,4229
