40,50,60,70,80,90,100,110,120,130,140
316,1067,2342,2922,3178,3278,3351,3412,3456,3472,3470
463,1690,3064,3389,3543,3645,3710,3729,3747,3761,3763
660,2154,4071,4494,4726,4861,4951,4992,5010,5029,5033
133,498,1021,1154,1270,1336,1381,1412,1436,1448,1450
113,397,822,941,1016,1052,1086,1110,1133,1152,1157
120,402,725,807,876,923,939,948,955,958,957
179,607,1248,1416,1517,1580,1646,1696,1721,1735,1750
220,756,1465,1648,1774,1837,1917,1957,1998,2024,2043
253,897,1823,2032,2193,2308,2375,2417,2443,2465,2476
349,1308,2573,2844,3021,3129,3212,3243,3262,3268,3273
