peaks,locaitons
1469,77.9176133463068
1678,76.0227506992955
1235,76.6730331077017
212,75.9753791331203
952,77.7453531056694
1946,76.0227506992955
479,75.2777251585388
1961,76.0227506992955
1268,76.9701820228012
2015,76.0744287714868
