peaks,locaitons
7159,81.1991709304491
7602,77.2673309379007
8348,74.8126225088179
7880,76.7376306979407
6286,90.3634157323581
7536,76.8409868423231
8123,75.3853878089372
8063,76.0701222654708
7701,77.8960808162271
6113,87.271344412917
