peaks,locaitons
1269,78.7013974412069
1730,76.4835468430005
804,77.6161579251914
1877,78.3913290080596
4,14.2889869608714
2800,76.0658157594549
684,79.7478784030791
2890,76.1088808196142
573,77.771192141765
990,78.9727073202108
