peaks,locaitons
1859,80.0751728602901
2957,76.0658157594549
1131,76.057202747423
1047,81.7504037004887
479,75.9796856391362
1136,77.7884181658288
1604,76.1519458797736
632,76.1519458797736
2733,75.9839921451521
1836,76.3672711805703
