peaks,locaitons
473,76.0227506992955
520,76.0313637113274
716,75.8849425067856
762,77.3319285281397
648,75.5921000977021
627,75.8031188924829
980,71.1176403471459
804,72.1598148030021
713,76.2036239519648
764,75.9796856391362
