peaks,locaitons
1268,78.0468085267849
1854,78.7573820194141
837,76.5395314212077
489,83.3524239384164
1743,76.2380760000923
966,78.1803102132788
1451,76.4878533490165
529,80.7642138228397
1193,78.2707468396135
308,78.6884779231591
