peaks,locaitons
1017,75.8892490128016
1597,76.1519458797736
715,79.2052586450713
1631,75.85910347069
789,76.0227506992955
1821,75.7169887721642
1616,76.4189492527615
1548,76.3328191324428
1114,76.1950109399329
848,76.1993174459489
