peaks,locaitons
2010,75.9366205789768
771,75.8935555188175
1370,76.91850395061
1347,76.8409868423231
2070,76.2897540722835
3203,76.0012181692159
2354,75.8935555188175
1243,75.8074253984988
1198,76.2682215422038
511,76.3844972046341
