peaks,locaitons
1245,77.2716374439166
868,77.0218600949924
1167,76.9744885288171
400,81.13457334021
969,76.057202747423
881,79.6402157526807
1127,75.9150880488972
1602,79.2655497292944
1444,76.4275622647934
605,75.9624596150724
